,Course ID,Course Title,Course Credits,Description,ARTSCI,ARCH,ART,EN,BU,Section,Day,Time,Building,Instructor,Final Exam,Seats,Enroll,WaitList
10,L90 AFAS 255,Introduction to Africana Studies,3.0 Units,"The course provides an overview of the field Africana Studies and provides analysis of the lives and thoughts of people of African ancestry on the African continent and throughout the world. In this course we will also examine the contributions of Africana Studies to other disciplines. The course takes an interdisciplinary approach drawing from history, philosophy, sociology, political studies, literature, and performance studies and will draw examples from Africa, the United States, the Caribbean, Europe, and South America. When possible, we will explore Diaspora relationships and explore how the African presence has transformed societies throughout the world. This class will focus on both classic texts and modern works that provide an introduction to the dynamics of African American and African Diaspora thought and practice.",HUM LCD SC SD ,HUM ,HUM ,H ,IS ,01,-T-R---,2:30P-3:50P,TBA,Shearer,Dec 18 2024  3:30PM -  5:30PM,30,0,0
11,L90 AFAS 301,A History of African-American Theater,3.0 Units,"A survey of African American theatre from post-Civil War ""coon"" shows and reviews to movements for a national black theatre, such as Krigwa, Lafayette and Lincoln, and the Black Arts Movement. Early black theatre and minstrels; black theatre movement and other ethnic theatre movements in America. Critical readings of such plays as Amiri Baraka's ""Dutchman,"" Lorraine Hansberry's ""A Raisin in the Sun,"" Langston Hughes and Zora Neale Hurston's ""Mulebone."" Also works by August Wilson, Ed Bullins, Charles Fuller, Georgia Douglas Johnson.",HUM SC SD ,HUM ,HUM ,H ,HUM ,01,-T-R---,4:00P-5:20P,TBA,Himes,Dec 18 2024  6:00PM -  8:00PM,15,0,0
12,L90 AFAS 3031,Music of the African Diaspora,3.0 Units,"This course explores musical cross-fertilization between the African continent and South America, the Caribbean, and Europe. Beginning with traditional musics from selected regions of the African continent, the course examines the cultural and musical implications of transnational musical flows on peoples of the African diaspora and their multicultural audiences.",HUM LCD ,HUM ,HUM ,H ,IS ,01,-T-R---,2:30P-3:50P,Music Cls Bldg / 102   ,Eldridge Stewart,Dec 18 2024  3:30PM -  5:30PM,25,0,0
13,L90 AFAS 3111,African American Images in Film,3.0 Units,"The course surveys the evolution of African American images in film, which began with the first major feature length silent film, Birth of a Nation (circa 1915), which celebrated the Ku Klux Klan and contained racist depictions of African Americans. The first ""talking film,"" Al Jolson's The Jazz Singer contained the (in)famous song, ""Mammie,"" which was sung by Mr. Jolson in Black Face, a carry-over from White performers who darkened their faces with burned cork during minstrel and vaudeville live performances. Those early films were produced and directed by European Americans who tended to portray African Americans through negative sterotypical depictions. Gradually, with the passage of time, technology, and the emergence of the Civil Rights Movement, a combination of European and African American film makers began to provide a broader array of Black portrayals that included a spectrum of negative to positive depictions of Black people. We will include an examination of Washington University's Eyes on the Prize archives.",HUM SC ,HUM ,HUM ,H ,,01,--W----,3:00P-5:50P,TBA,Baugh,No final,30,0,0
14,L90 AFAS 3113,"Culture, Politics, and Society in Francophone Africa",3.0 Units,"France and Africa have a long historical relationship, dating back to the early Euro-Mediterranean empires, the first explorers, long-distance traders, Christian missionaries, colonialists, and today's French West and North African communities. In this course, we delve into this long process of interaction between France and its colonies of Africa. During the first half of the semester, we explore these historical relationships and examine the scientific constructs of race in the 19th and early 20th century. We touch on themes that defined the colonial encounter, including the development of the Four Communes in Senegal, the Negritude movement, and French Islamic policies in Africa. The curriculum for this course includes articles, films, and monographs, to explore these themes and includes writers and social activists living in France and the African diaspora. The second half of the course examines Francophone Africa after independence. Here the course explores the political and cultural (inter) dependence between France and its Francophone African partners. In addition, we examine the challenges of many African states to respond to their citizen's needs, as well as France's changing immigration policies in the 1980s, followed by the devaluation of the West and Central African Franc (CFA).",LCD SC SD SSC ,SSC ,SSC ,S ,IS ,01,M-W----,2:30P-3:50P,TBA,DIALLO,Paper/Project/TakeHome,15,0,0
15,L90 AFAS 3120,African Immigration to the United States of America,3.0 Units,"The United States of America has historically been known as a ""nation of immigrants."" However, current rhetoric has brought this notion into question. This country has consistently been a magnet for millions of people from all over the world, and this course seeks broadly to understand recent African immigration. In Black studies, most attention has been paid to the forced migration of the enslaved during the Atlantic Slave trade. Studying 20th and 21st African immigration is key to truly understanding the Black experience in America. According to data from the U.S. Census Bureau, 2.1 million Africans live in America as of 2015. The majority of these migrants are from Sub-Saharan Anglophone Africa (Nigeria, Ghana, Kenya, South Africa), but they are also from war-torn countries such as Ethiopia, Eritrea, and Somalia. The primary focus of this course will be on contemporary African labor immigrants, including skilled professionals, children who arrived in the United States for family reunification, refugees, and winners of the Diversity Visa lottery who are now permanent residents. The migratory flux also includes people who were forced to leave their birth countries for political reasons as well as genocide. Through the class, we will examine the ""push and pull"" factors of immigration. The second part of the course explores the lived experience of Africans in America, whether they are well educated as compared with other migrant communities or whether they are laborers. We will study the role of remittances, language barriers, paths to naturalization, and job opportunities once Africans reach American soil. Increasingly, repatriation (both voluntarily and forced), xenophobia and Islamophobia are challenges that rock African immigrant communities. Today, many Africans live between two countries: Africa and America. This transnationalism allows them to navigate different lives, stories, identities, and cultures. Several activities are organized in the African local community. There is a large group of Ghanaians, Kenyans, Egyptians, Senegalese, Nigerians, Ethiopians, and Somalians in St. Louis. We will invite these individuals to the class as guest speakers so that students can fully understand their multiple lives in the St. Louis metropolitan area.",HUM LCD SC ,HUM ,HUM ,H ,BA IS ,01,-T-R---,4:00P-5:20P,TBA,DIALLO,Paper/Project/TakeHome,19,0,0
16,L90 AFAS 3447,Visualizing Blackness: Histories of the African Diaspora Through Film,3.0 Units,"The African Diaspora and more importantly variations of blackness, black bodies, and black culture have long captured the imagination of audiences across the globe. Taking a cue from exciting trends in popular culture, this course bridges the world of history, film, and culture to explore where and how historical themes specific to African descended peoples are generated on screen (film and television). Fusing the film world with digital media (ie. online series and ""webisodes"") this class will allow students to critically engage diasporic narratives of blackness that emerge in popular and independent films not only from the United States but other important locales including Australia, Brazil, Britain, and Canada. Moving across time and space, class discussions will center an array of fascinating yet critical themes including racial/ethnic stereotyping, gender, violence, sexuality, spirituality/conjuring, and education.",HUM SC SD ,HUM ,HUM ,H ,BA IS ,01,-T-R---,10:00A-11:20A,Seigle / 106   ,Mustakeem,Paper/Project/TakeHome,15,0,0
17,L90 AFAS 3550,Undoing Empire: Introduction to Postcolonial Writing and Art,3.0 Units,"This course introduces students to the histories and politics of postcolonial writing and art. By tracing the genealogies of writing and art produced in the aftermath of colonialism, this course will explore how writers, artists, and scholars working from the context of formerly colonized nations have responded to the legacies of racial, cultural, and economic oppression. Students will look at novels, poems, art, and theater produced by those working from Africa, the Caribbean, and other formerly colonized nations in order to chart the complex networks of political solidarity these works enable. Writers like Franz Fanon, Aimé Césaire, and Gayatri Spivak will be read alongside literary and artistic pieces by writers such as Chinua Achebe, Tsitsi Dangarembga, Jamaica Kincaid, Derek Walcott, Safiya Sinclair, Arundhati Roy and artists such as Zanele Muholi, Santu Mofokeng, Tessa Mars, William Kentridge, and others. Topics such as racial memory, postcolonial identity, radical aesthetics, and Afro-futurism will be explored.",HUM LCD ,,,,,01,M-W----,11:30A-12:50P,TBA,Mbatha,No final,19,0,0
18,L90 AFAS 3644,"""Look Here, Karen"": The Politics of Black Digital Resistance to White Femininity",3.0 Units,"In this course, we will explore the ways in which Black online publics use resistance strategies, such as mimetic imagery and racial humor, to call attention to white femininity and its deployment of the police against African Americans. We will trace the relationship between the police state and white femininity through the historical lens of 'innocence' and protection of the U.S. nation as well as the similarities and differences of Black online publics' responses in relation to past resistance strategies. What does it mean to be a 'typical' Karen in Internet culture? What are the aesthetic boundaries of Karens? And, what do digital platforms afford to Black users who make Karens visible? While paying attention to race, gender and class, this course offers students the skills to be able to collect and analyze online data, such as 'Karen' memes, in order to make critical arguments and observations that are grounded in historical accuracy.",HUM SC ,HUM ,HUM ,H ,BA ,01,M-W----,1:00P-2:20P,TBA,Lloyd,Paper/Project/TakeHome,30,0,0
19,L90 AFAS 3655,Black Conservatives and Their Discontent: African Americans and Conservatism in America,3.0 Units,"In this course, we will examine the attraction of some African Americans to the ideas and aims of conservatism: limited government, individual freedom, the objectivity of merit, religious tradition, self-reliance, and a free market economy. On the matter of race, African Americans who identify as conservatives tend to be strongly opposed to affirmative action, to distrust race-based public policy solutions and government intervention in race issues generally, to opposed to reparations for slavery, and to believe in character-building and values such as thrift and hard work as important virtues for Blacks to cultivate. Their hostility toward liberalism and leftist ideology is not quite the same as some religious-based Black conservatives, such as the racially militant Nation of Islam and the several black Pentecostal sects, who strenuously believe that white liberalism and white leftist thought are expressions of white decadence. However, their beliefs are not far removed from this. In this way, Black conservatives aBre seen in a harshly antagonistic way by the national lack political establishment, which is largely liberal, and by black intellectuals and scholars, who are, for the most part, leftist-leaning. The critics of Black conservatism cannot understand how some Black people can be attracted to ideas that are rooted in racist assumptions, that are justifications for white domination, and that have been used to defend the white-dominated status quo and a white, Eurocentric value system. Race must be used as a weapon for liberation from white thralldom. What does a Black person have to conserve, and why would they want to identify with an ideology that has been used to oppress them? Black liberals and leftists call Black conservatives ""Uncle Toms"" and ""Sellouts."" Black conservatives return the antagonism in full measure, arguing that white liberals and leftists use the victimology of Blacks as a cudgel to beat whites with whom they politically disagree in order to effect the social change they desire and that they treat Blacks essentially as injured children who need to be either indulged, romanticized, excused, aided, or pitied. Racial identity is nothing more than a mere weapon of resentment. Black conservatives feel that Black liberals and leftists play into the hands of white liberals and leftists by making race an overdetermining factor in the lives of Black people. They also argue that the public policy solutions of Black liberals and leftists have not worked and that they in fact mostly benefit the Black middle class. They call civil rights leaders and Black liberal and leftist intellectuals ""race hustlers"" and ""race charlatans."" The conflict here is not simply or solely political; it is also deeply psychological and a question of identity. What does being Black mean, and what is it prohibited from meaning? We will look closely at many of the major works of significant Black conservatives to understand the nature of their arguments and their claims to legitimacy. How do Black people see conservatism? What do they hope conservatism will do for the Black community? Have they made much of an inroad among Blacks? Is it true, as some conservatives have claimed, that Blacks have a natural affinity for certain conservative ideas? For AFAS majors, this course counts as Area Requirement 2.",HUM SC ,HUM ,HUM ,H ,BA HUM ,01,M-W----,10:00A-11:20A,TBA,Early,Paper/Project/TakeHome,15,0,0
20,L90 AFAS 367,Maroons and Marronage,3.0 Units,"What did it mean to free oneself from enslavement in different parts of the Americas? What constitutes success? How do agency, resistance, and complicity emerge in the transition from unfreedom to freedom? What are the legacies of such actions in the contemporary moment? By focusing on flight from enslavement, we will trace the contours of colonization in the Americas and discuss how maroons challenged the naturalness of the colonial order and shaped larger geopolitical relations among colonial powers. First, we will take a nuanced approach to broad themes such as freedom, independence, and resistance as we examine case studies from Latin America, the Caribbean, and North America. We will then explore how these narratives of freedom and resistance have been used in the present day for a variety of purposes from commemoration to tourism to activism. By following the lives and afterlives of maroons in the Americas, this course asks us to critically engage with the often ignored co-authors of the hemisphere's past, present, and future.",LCD SSC ,SSC ,SSC ,S ,BA IS ,01,-T-R---,2:30P-3:50P,TBA,Frierson,Paper/Project/TakeHome,15,0,0
21,L90 AFAS 3672,"Medicine, Healing and Experimentation in the Contours of Black History",3.0 Units,"Conversations regarding the history of medicine continue to undergo considerable transformation within academia and the general public. The infamous Tuskegee syphilis experiment serves as a marker in the historical consciousness regarding African Americans and the medical profession. This course taps into this particular evolution, prompting students to broaden their gaze to explore the often delicate relationship of people of African descent within the realm of medicine and healing. Tracing the social nature of these medical interactions from the period of enslavement through the 20th century, this course examines the changing patterns of disease and illness, social responses to physical and psychological ailments, and the experimental and exploitative use of black bodies in the field of medicine. As a history course, the focus will be extended towards the underpinnings of race and gender in the medical treatment allocated across time and space--the U.S., Caribbean, and Latin America--to give further insight into the roots of contemporary practice of medicine.",HUM LCD SC SD ,HUM ,HUM ,H ,BA HUM ,01,-T-R---,1:00P-2:20P,TBA,Mustakeem,Paper/Project/TakeHome,35,0,0
22,L90 AFAS 3861,Psychology of Black Women,3.0 Units,"This course is designed to provide a critical analysis of the distinctive experiences of Black women through a psychological lens. We will explore topics relating to Black women's experiences in home, school, and community contexts, such as identity development, socialization experiences, and misogynoir. The class will also consider how Black women draw on individual strengths and cultural assets to support their personal wellbeing. This course will heavily center the narratives of Black women, and focus on mixed methods and qualitative research approaches. We will draw upon interdisciplinary frameworks (e.g., intersectionality, Black feminist thought, and liberation psychology) to help us understand Black women's experiences. PREREQ: L33 Psych 100B",SC SSC ,SSC ,SSC ,S ,,01,M-W----,10:00A-11:20A,TBA,Leath,Paper/Project/TakeHome,40,0,0
23,L90 AFAS 393,"Topics in Women,Gender, and Sexuality Studies: Spectacular Blackness, Race, Gender, & Visual Culture",3.0 Units,Topic varies. See semester course listings for current offering. Waitlist managed by dept.,HUM SC SD ,,AH GFAH ,H ,BA ,01,M-W----,2:30P-3:50P,TBA,Wanzo,Paper/Project/TakeHome,25,0,0
24,L90 AFAS 4008,Slavery and Public History,3.0 Units,"Public history, or applied history, encompasses the many and diverse ways in which history is put to work in the world and applied to real-world issues. This course teaches public history practice with particular emphasis on engaging in the public history of slavery through research and interpretation on the regional histories of enslavement within St. Louis and at Washington University. Students will learn by engaging critical scholarship on public history, debates about how public history is practiced, and learning core tenets of public history interpretation, museum best practices, oral history, preservation, and material culture and their particular application to public history interpreting slavery. This includes grappling with the politics of memory and heritage that shape, limit, and empower public history practice on slavery, and how white supremacy has shaped what histories we absorb in the public.",HUM SC ,HUM ,HUM ,H ,,01,M-W----,11:30A-12:50P,TBA,Schmidt,Paper/Project/TakeHome,15,0,0
25,L90 AFAS 4013,Queer of Color Critique,3.0 Units,"This course focuses on the contributions of the interdisciplinary subfield of Queer of Color Critique. Queer of Color Critique consists of theories, analytics, knowledge, and activism that emerge from LGBTQ people of color who examine the intersections of, primarily, race, class, gender, sexuality, culture, and other vectors of power and categories of social life. The scholarship produced by these LGBTQ scholars of color, and allies, inform, or are informed by, theories and analyses of gender, culture, colonialism/postcolonialism, nationalisms, indigeneity, migration, diaspora, space and place, political economies, and HIV/AIDS. Albeit not exhaustive, in this course, we willexamine some genealogies ofthis expanding interdisciplinary body of work. Waitlist managed by dept.",HUM SC SD ,HUM ,HUM ,H ,,01,-T-R---,4:00P-5:20P,TBA,Bailey,Paper/Project/TakeHome,10,0,0
26,L90 AFAS 403,Readings in Swahili Literature,3.0 Units,"This advanced Swahili language course is designed for learners who have attained the equivalent of Intermediate level Swahili and wish to perfect their knowledge of the language while developing skills in independent reading. Learners will be introduced to a variety of fiction and non-fiction texts in Swahili such as children's stories, songs, short stories, speeches, newspaper articles, poetry, plays, and novellas. Learners will gain experience by practicing own productions of the various genres plus presenting reviews and translations of assigned texts. Learners will continue to interact meaningfully with Swahili speakers in St. Louis during community-based learning at the refugee school and elsewhere. Prereqs: Permission of instructor and successful completion of AFAS 103D, 104D, 203D, 204D or equivalent experience.",HUM LCD LS ,HUM ,HUM ,H ,,01,M------,3:00P-5:50P,Eads / 016   ,Mutonya,Paper/Project/TakeHome,10,0,0
27,L90 AFAS 4134,"The AIDS Epidemic: Inequalities, Ethnography, and Ethics",3.0 Units,"In the year 2000, HIV became the world's leading infectious cause of adult death. In the next 10 years, AIDS killed more people than all wars of the 20th century combined. As the global epidemic rages on, our greatest enemy in combating HIV/AIDS is not knowledge or resources but rather global inequalities and the conceptual frameworks with which we understand health, human interaction, and sexuality. This course emphasizes the ethnographic approach for the cultural analysis of responses to HIV/AIDS. Students will explore the relationships among local communities, wider historical and economic processes, and theoretical approaches to disease, the body, ethnicity/race, gender, sexuality, risk, addiction, power, and culture. Other topics covered include the cultural construction of AIDS and risk, government responses to HIV/AIDS, origin and transmission debates, ethics and responsibilities, drug testing and marketing, the making of the AIDS industry and ""risk"" categories, prevention and education strategies, interactions between biomedicine and alternative healing systems, and medical advances and hopes.",LCD SC SD SSC ,SSC ,SSC ,S ,IS ,01,-T-R---,11:30A-12:50P,TBA,Parikh,Dec 16 2024  1:00PM -  3:00PM,200,0,0
28,L90 AFAS 415B,"Historic Preservation, Memory and Community",3.0 Units,"Whose history is significant enough to be worth preserving in physical form? Who gets to decide, and how? Does the choice to preserve buildings, landscapes and places belong to government, experts or ordinary people? How does the condition of the built environment impact community identity, structure and success? This place-based course in historic preservation pursues these questions in St. Louis' historically Black neighborhood The Ville, where deep historic significance meets a built environment conditioned by population loss, disinvestment and demolition. The course explores the practice of historic preservation as something far from neutral, but a creative, productive endeavor that mediates between community values, official policies and expert assertion. Critical readings in preservation and public history will accompany case studies, community engagement and practical understanding. This course is open to both undergraduates and graduates.",HUM ,,,,,01,----F--,1:00P-3:50P,TBA,Allen,See instructor,15,0,0
29,L90 AFAS 4235,Blackness in Brazil,3.0 Units,"Brazil is the country with the largest population of people of African descent outside of the African continent. However, with its history of race mixture under colonialism and slavery, many have imagined Brazil as a racial paradise such that race minimally influences one's social, political, or economic quality of life. The main focus of this course will be to understand from an interdisciplinary approach, first, the historical and sociocultural conditions of the African diaspora in Brazil. Second, we will focus on how national ideologies of racial mixture employ a rhetoric of inclusion that incorporates selective aspects of black culture into Brazilian national identity while excluding black people from the protections and pleasures of full citizenship. Beginning with the experiences of enslaved Africans, we will engage how Afro-Brazilians have developed ideas and spaces of freedom and belonging through social movements, religion, the arts, and resistance well into the black consciousness movements of the late twentieth and twenty-first centuries. In the course, we will collaboratively read, view, and listen to a variety of primary and secondary sources in order to analyze and write about blackness and the lives of black people in Brazil across history, intersecting, most predominantly, with the social structures of gender, sexuality, class, and religion.",HUM LCD SC ,HUM ,HUM ,H ,,01,-T-----,3:00P-5:50P,TBA,Mundell,No final,15,0,0
30,L90 AFAS 423B,Topics in American Literature: James Baldwin Now,3.0 Units,"Marking the centennial of his birth in 1924, this class will examine why James Baldwin became the twentieth-century African American author most loved in the twenty-first. An inexhaustible public witness and the author of poems, plays, essays, novels, and short stories, the Harlem-born Baldwin ranks with the most daring and elegant American literary voices. His first novel, the autobiographical ""Go Tell It on the Mountain"" (1953), wrestled with the dual heritage of Black Christianity and Depression-era Black social realism. His second novel, ""Giovanni's Room"" (1956), set in Paris and peopled with non-black characters, explored the intricacies of same-sex desire years before the Stonewall rebellion announced the gay rights movement. ""Notes of a Native Son"" (1955), the first collection of Baldwin's lush and searching essays and a grandparent of twenty-first century autocriticism, is perhaps the most-tweeted book of our era. Our reading list will contain all of these books, but we'll end with a sequence of texts revealing various facets of Baldwin's resurrected meaning in the wake of Black Lives Matter: among them, Ta-Nehisi Coates's memoir ""Between the World and Me"" (2015); Raoul Peck's documentary ""I Am Not Your Negro"" (2017); and Eddie Glaude Jr.'s Trump-era treatise ""Begin Again"" (2020). Altogether, this will be a single-author course on a singular author whose life after death illuminates crucial issues in Black cultural politics in two centuries. Satisfies the Twentieth Century and later requirement. This course may fulfill the global or minority literatures requirement for students who declare an English major in the fall 2021 semester and beyond.",HUM SD ,,HUM ,H ,,01,-T-R---,1:00P-2:20P,TBA,Maxwell,No final,15,0,0
31,L90 AFAS 442,"Engineering Authority:  Design, Architecture, and Power in Africa",3.0 Units,"Do water meters have politics? Can architects manufacture consent for political repression or engage in activism? What happens when designed systems fail? Design is everywhere. It is in the water you drink; it is in the built material and digital spaces you hang out in; and it is in the chair you are sitting in. And yet, perhaps because of its ubiquity, design receives very little attention from scholars in the humanities and even less from African studies. In this course, we will examine a number of case studies, from minor architectures and ruins in Monrovia to hydraulic engineering in Johannesburg and iconic architecture in Casablanca to DIY market spaces in Nairobi and insurgent public space-making in Kinshasa. We will explore the ways that designers, architects, and technocrats engineer authority and how (sometimes) urban residents take it apart. One potential definition (among many other potential definitions) of design could be the following: the practices that humans employ to arrange, engineer, plan and fashion their material, digital, and social environments. But designs are also artifacts -- master plans, prototypes, and brands -- that occupy social lives independent of their assigned functions. Design is often about aspirations for a better world and finding technological and aesthetic solutions to social problems. Yet the products of design -- from zoning codes and service delivery networks to iconic built structures -- seem to always invite failures, disruptions, hackings, and ruination. A central argument in this course is that understanding design is also key to understanding power, inequality, and insurgency in Africa. We will draw our texts and case studies from places that are normally left off the map of design studies -- African cities and towns -- and explore the applicability of these theories to St. Louis.",SSC ,SSC ,CPSC SSC VC ,S ,BA ,01,-T-R---,11:30A-12:50P,TBA,Shearer,Paper/Project/TakeHome,15,0,0
