,Course ID,Course Title,Course Credits,Description,ARTSCI,ARCH,ART,EN,BU,Section,Day,Time,Building,Instructor,Final Exam,Seats,Enroll,WaitList
10,B50 ACCT 3620,Intermediate Financial Accounting II,3.0 Units,"Continuation of ACCT 3610. Focus on the accounting and reporting of various stakeholders' claims against the corporate entity. Claims of shareholders, long-term creditors, employees and governmental bodies are examined. An in-depth understanding of applicable generally accepted accounting principles is developed by examining the strengths and weaknesses of these principles and alternative accounting practices. Prerequisite: ACCT 3610.",,,,,,01,-T-R---,2:30P-3:50P,Bauer / 240   ,Soczek,Dec 17 2024  6:00PM -  8:00PM,45,0,0
11,B50 ACCT 400M,Ethics I,1.5 Units,"Accountants frequently find themselves working in environments rife with ethical challenges. This course is designed to provide students with an understanding of various ethical theories and related frameworks for ethical decision making, with an emphasis on how these frameworks may be applied to situations frequently faced by accountants. The course will draw heavily upon actual cases faced by accountants, and it will also incorporate the current professional standards required for CPAs by the American Institute of Certified Public Accountants (AICPA) Code of Professional Conduct. Prerequisite: ACCT 2610.",,,,,,01,--W----,6:15P-9:15P,Simon / 109   ,Palmer,Oct 16 2024  6:15PM -  9:15PM,20,0,0
12,B50 ACCT 400N,Ethics II,1.5 Units,"This course was designed to help students develop a deeper understanding of ethical behavior, including dealing with fraud in financial statements, legal obligations of auditors, Wall Street expectations and earnings management, and what it takes to be an ethical leader. To quote the author, ""...it comes down to one's sense of right and wrong and willingness to voice values to positively impact (the) auditor responsibility."" This second segment of Ethical Decision Making in Accounting is offered for the purpose of creating ethical leaders in the accounting and auditing profession, the business community, and society and to instill that sense of right and wrong and the eagerness to put it into action. Prerequisite: ACCT 400M.",,,,,,01,--W----,6:15P-9:15P,Simon / 109   ,Palmer,Dec 11 2024  6:15PM -  9:15PM,20,0,0
13,B50 ACCT 464,Auditing,3.0 Units,"This course covers the role of the auditor, audit and assurance services, the public accounting profession, the audit process, risk assessment, materiality, fraud, audit evidence, audit documentation, audit planning, types of audit tests, internal control, the effects of information technology on the audit, reporting on the effectiveness of internal control over financial reporting, auditing accounts receivable and revenue, auditing inventory and the income statement, completing the audit, audit reports, professional conduct, independence, quality control, the auditor's legal responsibilities, the SEC, and recent developments in the auditing profession. Prerequisite: ACCT 3620.",,,,,,01,-T-R---,4:00P-5:20P,Simon / 107   ,Palmer,Dec 11 2024  1:00PM -  4:00PM,10,0,0
14,B50 ACCT 466,Financial Statement Analysis,3.0 Units,"Designed to enhance your understanding of the process of evaluating financial statement information. Requires a basic familiarity with financial accounting and the assumptions underlying measurements reported in financial statements, an understanding of the economic and regulatory forces underlying corporate disclosure of financial statement information and their effects on financial statement information and on financial statements, and familiarity with data sources and analytical tools to extract and evaluate this data. Objectives are to develop familiarity with this type of analysis and to gain an appreciation for its limitations. Topics covered include profitability and risk analysis, credit risk models, forecasting, and valuation. Prerequisite: ACCT 3610.",,,,,,01,-T-R---,1:00P-2:20P,Bauer / 240   ,Soczek,Paper/Project/TakeHome,40,0,0
15,B50 ACCT 467,Taxation of Individuals,3.0 Units,"The course represents an introduction to taxation. We will cover the undamental elements of individual income tax, including income, deductions, investments, and computing tax liabilities. We then shift to business-related activities of individuals, including income, deductions, accounting periods and methods, and the tax consequences of purchasing assets and property dispositions. We will close the semester with the following specialized taxation topics: compensation, retirement savings and deferred compensation, and home ownership. The class will be rules-based but interspersed with real-world examples to help bring the individual income tax regime to life. We will also discuss current tax events from a legislative and regulatory perspective, and the current headlines, to further demonstrate the evolving nature of the U.S. federal income tax system. Prerequisite: ACCT 2610.",,,,,,01,-T-R---,11:30A-12:50P,Simon / 112   ,Plunkett,Dec 10 2024  1:00PM -  4:00PM,18,0,0
16,B60 ACCT 5002,Strategic Cost Analysis,1.5 Units,,,,,,,01,-T-R---,1:00P-2:20P,Simon / 112   ,Fields,Take Home,50,0,0
17,B60 ACCT 500E,Information Technology Control and Audit,1.5 Units,"This course is designed to provide students with an introduction and overview of the field of Information Technology (IT) Auditing. It is intended to provide students with an understanding of risks in the IT environment, general computer and application control concepts and the basics of how to perform an IT audit. The course will also introduce students to the ISACA COBIT framework and the concepts of IT governance and assurance. Pre-requisite: PMBA ACCT 5001; MBA ACCT 5011. Note: students must either have completed ACCT 564 previously or be concurrently enrolled.",,,,,,01,-T-----,6:15P-9:15P,Simon / 107   ,Viviano,Take Home,35,0,0
18,B60 ACCT 500M,Ethics I,1.5 Units,"This course has been designed to help the student understand ethical reasoning and behavior and in so doing define their own moral compass. The primary goal being to make the student a role model to others in ethical behavior - not just in determining what is the proper ethical choice, but, more importantly, effectively implementing the behavioral changes required to achieve solutions to ethical dilemmas. To quote while paraphrasing the authors of the textbook, ""We strive in (these courses) not only to educate accounting students to be future leaders in the accounting profession but to stimulate (the students) ethical perception and cultivate virtue thereby awakening (their) sense of duty and obligation to the public interest.""",,,,,,01,--W----,6:15P-9:15P,Simon / 109   ,Palmer,Oct 16 2024  6:15PM -  9:15PM,25,0,0
19,B60 ACCT 500N,Ethics II,1.5 Units,"This course builds on Ethical Decision Making in Accounting I to help students develop a deeper understanding of ethical behavior, including dealing with fraud in financial statements, legal obligations of auditors, Wall Street expectations and earnings management, and what it takes to be an ethical leader. To quote the author of the course text, ""...it comes down to one's sense of right and wrong and willingness to voice values to positively impact (the) auditor responsibility."" This second segment of Ethical Decision Making in Accounting is offered for the purpose of creating ethical leaders in the accounting and auditing profession, the business community, and society and to instill that sense of right and wrong and the eagerness to put it into action.",,,,,,01,--W----,6:15P-9:15P,Simon / 109   ,Palmer,Dec 11 2024  6:15PM -  9:15PM,25,0,0
20,B60 ACCT 5011,Financial Accounting,2.0 Units,"Introduces the principal financial statements: balance sheet, income statement, and the statement of cash flows. Examines the distinction between income flows and cash flows. Presents selected accounting principles of measurement and reporting in the context of business and interpreting financial information. Extensive use of actual companies' financial statements.",,,,,,01,M-W----,10:00A-11:20A,Bauer / 240   ,Fields,Exam last day of class,50,0,0
21,B60 ACCT 5011,Financial Accounting,2.0 Units,"Introduces the principal financial statements: balance sheet, income statement, and the statement of cash flows. Examines the distinction between income flows and cash flows. Presents selected accounting principles of measurement and reporting in the context of business and interpreting financial information. Extensive use of actual companies' financial statements.",,,,,,02,M-W----,8:30A-9:50A,Bauer / 240   ,Fields,Exam last day of class,50,0,0
22,B60 ACCT 503,Business Analysis Using Financial Statements,1.5 Units,"This course uses concepts from financial accounting, finance, and strategy to develop models used by financial analysts in valuing equity securities (although we will focus on equity valuation, our approach is applicable to issues faced by managers considering investment opportunities). We will discuss/review a variety of models, including the dividend model, the free cash flow model, the method of comparables/multiples, and the asset-based valuation model. These more traditional models will be contrasted with the residual income valuation model, a relatively recent valuation innovation. Prerequisites: ACCT 5001 and ACCT 501 and FIN 5200 or FIN 5201 and FIN 5202.",,,,,,01,M-W----,8:30A-9:50A,Simon / 113   ,Bertomeu,See department,0,0,0
23,B60 ACCT 503,Business Analysis Using Financial Statements,1.5 Units,"This course uses concepts from financial accounting, finance, and strategy to develop models used by financial analysts in valuing equity securities (although we will focus on equity valuation, our approach is applicable to issues faced by managers considering investment opportunities). We will discuss/review a variety of models, including the dividend model, the free cash flow model, the method of comparables/multiples, and the asset-based valuation model. These more traditional models will be contrasted with the residual income valuation model, a relatively recent valuation innovation. Prerequisites: ACCT 5001 and ACCT 501 and FIN 5200 or FIN 5201 and FIN 5202.",,,,,,02,M-W----,10:00A-11:20A,Simon / 113   ,Bertomeu,See department,0,0,0
24,B60 ACCT 503,Business Analysis Using Financial Statements,1.5 Units,"This course uses concepts from financial accounting, finance, and strategy to develop models used by financial analysts in valuing equity securities (although we will focus on equity valuation, our approach is applicable to issues faced by managers considering investment opportunities). We will discuss/review a variety of models, including the dividend model, the free cash flow model, the method of comparables/multiples, and the asset-based valuation model. These more traditional models will be contrasted with the residual income valuation model, a relatively recent valuation innovation. Prerequisites: ACCT 5001 and ACCT 501 and FIN 5200 or FIN 5201 and FIN 5202.",,,,,,03,M-W----,1:00P-2:20P,Simon / 105   ,Frankel,See department,0,0,0
25,B60 ACCT 503,Business Analysis Using Financial Statements,1.5 Units,"This course uses concepts from financial accounting, finance, and strategy to develop models used by financial analysts in valuing equity securities (although we will focus on equity valuation, our approach is applicable to issues faced by managers considering investment opportunities). We will discuss/review a variety of models, including the dividend model, the free cash flow model, the method of comparables/multiples, and the asset-based valuation model. These more traditional models will be contrasted with the residual income valuation model, a relatively recent valuation innovation. Prerequisites: ACCT 5001 and ACCT 501 and FIN 5200 or FIN 5201 and FIN 5202.",,,,,,04,M-W----,2:30P-3:50P,Simon / 105   ,Frankel,See department,0,0,0
26,B60 ACCT 503,Business Analysis Using Financial Statements,1.5 Units,"This course uses concepts from financial accounting, finance, and strategy to develop models used by financial analysts in valuing equity securities (although we will focus on equity valuation, our approach is applicable to issues faced by managers considering investment opportunities). We will discuss/review a variety of models, including the dividend model, the free cash flow model, the method of comparables/multiples, and the asset-based valuation model. These more traditional models will be contrasted with the residual income valuation model, a relatively recent valuation innovation. Prerequisites: ACCT 5001 and ACCT 501 and FIN 5200 or FIN 5201 and FIN 5202.",,,,,,05,M-W----,4:00P-5:20P,Simon / 105   ,Frankel,See department,0,0,0
27,B60 ACCT 503,Business Analysis Using Financial Statements,1.5 Units,"This course uses concepts from financial accounting, finance, and strategy to develop models used by financial analysts in valuing equity securities (although we will focus on equity valuation, our approach is applicable to issues faced by managers considering investment opportunities). We will discuss/review a variety of models, including the dividend model, the free cash flow model, the method of comparables/multiples, and the asset-based valuation model. These more traditional models will be contrasted with the residual income valuation model, a relatively recent valuation innovation. Prerequisites: ACCT 5001 and ACCT 501 and FIN 5200 or FIN 5201 and FIN 5202.",,,,,,06,--W----,6:15P-9:15P,Simon / 110   ,Fields,Oct 16 2024  6:15PM -  9:15PM,0,0,0
28,B60 ACCT 503B,Advanced Business Analysis using Financial Statements,1.5 Units,"This course builds on ACCT 503. We investigate approaches to forecasting future value drivers of firms and then the preparation of pro forma financial statements based on these forecasts. The concepts will be applied by having students prepare an equity analyst report. The report is the communications of evidence collected from a systematic study of a firm, its environment, and its future prospects to justify a recommendation. Prerequisite: ACCT 503. NOTE: Section 01 is for full-time MBA Students Only.",,,,,,01,M-W----,8:30A-9:50A,Simon / 113   ,Bertomeu,Project,0,0,0
29,B60 ACCT 503B,Advanced Business Analysis using Financial Statements,1.5 Units,"This course builds on ACCT 503. We investigate approaches to forecasting future value drivers of firms and then the preparation of pro forma financial statements based on these forecasts. The concepts will be applied by having students prepare an equity analyst report. The report is the communications of evidence collected from a systematic study of a firm, its environment, and its future prospects to justify a recommendation. Prerequisite: ACCT 503. NOTE: Section 01 is for full-time MBA Students Only.",,,,,,02,M-W----,10:00A-11:20A,Simon / 113   ,Bertomeu,Project,0,0,0
30,B60 ACCT 503B,Advanced Business Analysis using Financial Statements,1.5 Units,"This course builds on ACCT 503. We investigate approaches to forecasting future value drivers of firms and then the preparation of pro forma financial statements based on these forecasts. The concepts will be applied by having students prepare an equity analyst report. The report is the communications of evidence collected from a systematic study of a firm, its environment, and its future prospects to justify a recommendation. Prerequisite: ACCT 503. NOTE: Section 01 is for full-time MBA Students Only.",,,,,,03,M-W----,1:00P-2:20P,Simon / 105   ,Frankel,See department,0,0,0
31,B60 ACCT 503B,Advanced Business Analysis using Financial Statements,1.5 Units,"This course builds on ACCT 503. We investigate approaches to forecasting future value drivers of firms and then the preparation of pro forma financial statements based on these forecasts. The concepts will be applied by having students prepare an equity analyst report. The report is the communications of evidence collected from a systematic study of a firm, its environment, and its future prospects to justify a recommendation. Prerequisite: ACCT 503. NOTE: Section 01 is for full-time MBA Students Only.",,,,,,04,M-W----,2:30P-3:50P,Simon / 105   ,Frankel,See department,0,0,0
32,B60 ACCT 503B,Advanced Business Analysis using Financial Statements,1.5 Units,"This course builds on ACCT 503. We investigate approaches to forecasting future value drivers of firms and then the preparation of pro forma financial statements based on these forecasts. The concepts will be applied by having students prepare an equity analyst report. The report is the communications of evidence collected from a systematic study of a firm, its environment, and its future prospects to justify a recommendation. Prerequisite: ACCT 503. NOTE: Section 01 is for full-time MBA Students Only.",,,,,,05,M-W----,4:00P-5:20P,Simon / 105   ,Frankel,See department,0,0,0
33,B60 ACCT 503B,Advanced Business Analysis using Financial Statements,1.5 Units,"This course builds on ACCT 503. We investigate approaches to forecasting future value drivers of firms and then the preparation of pro forma financial statements based on these forecasts. The concepts will be applied by having students prepare an equity analyst report. The report is the communications of evidence collected from a systematic study of a firm, its environment, and its future prospects to justify a recommendation. Prerequisite: ACCT 503. NOTE: Section 01 is for full-time MBA Students Only.",,,,,,06,--W----,6:15P-9:15P,Simon / 110   ,Fields,Dec 11 2024  6:15PM -  9:15PM,0,0,0
34,B60 ACCT 509,Tax and Business Strategy:  A Planning Approach,1.5 Units,"This course addresses tax planning in a business-centric context. The focus will be the economic role taxes play in structuring and planning business transactions involving various legal forms of doing business. The class materials will address current topics (e.g., mergers and acquisitions, changing global views of tax planning; tax reform implications) supplemented by real-world examples of transactions and issues facing business leaders today. Given the global expansion of business, particular attention will be made to the complexities faced when planning international investment, from the U.S. and into the U.S. Aspects relating to tax accounting (i.e., the interaction of tax planning and financial statements) will also be covered. The class will strive to not be tax technical (i.e., it will not involve a detailed review of the Internal Revenue Code or Regulations); however, due to the nature of the topic, there will be certain technical aspects that will be discussed so that participants can gain a better understanding of the interaction of the tax law with certain business transactions. The class will not focus on individual taxation topics.",,,,,,01,-T-R---,10:00A-11:20A,Simon / 112   ,Plunkett,See department,40,0,0
35,B60 ACCT 510E,Financial Reporting & Assurance in a Blockchain World,1.5 Units,"Blockchain Technology has been described as the most important development in financial reporting since the emergence of double-entry bookkeeping. This course is designed to familiarize participants with Blockchain technology, and to explore the implications of Blockchain on the preparation and reliability of financial statements, as well as on the assurance process of financial statements. Many topics covered in this course may also be applicable to industries in which ""record keeping"" plays a prominent role (e.g. real estate transactions, recording health care information). This course is required for MS Analytics-Acct students.",,,,,,01,M------,6:15P-9:15P,Bauer / 240   ,Steinsmith,Dec  9 2024  6:15PM -  9:15PM,35,0,0
36,B60 ACCT 562,Financial Accounting II (Intermediate Accounting),3.0 Units,"Provides a more in-depth analysis of financial accounting and reporting issues than ACC 5600. Primary subject matter involves the issues of asset and liability valuation and income measurement. Topics include inventory accounting, valuation of long-term liabilities, and revenue and expense recognition. Also introduces the regulation of corporate accounting and reporting practices and their effects on users of financial statements. Prerequisites: ACCT 5601 and ACCT 5611. Corequisite: ACCT 564.",,,,,,01,-T-R---,8:30A-9:50A,Simon / 109   ,Soczek,Dec 10 2024  8:30AM - 11:30AM,40,0,0
37,B60 ACCT 564,Auditing,3.0 Units,"This course deals with the professional service industry of auditing. The auditing industry provides the service of objectively obtaining, evaluating, and communicating evidence regarding managerial assertions about economic events. Specifically, auditing ascertains the degree of correspondence between managerial assertions and established criteria. The course is organized around the basic categories of: (1) the economic role of external corporate auditing in securities markets, (2) the composition of the firms in the auditing industry, (3) the regulatory environment of auditing, (4) litigation issues facing the accounting/auditing industry, and (5) the requirements for conducting audits. Topics included in the last area include a consideration of the scope and application of Generally Accepted Auditing Standards (GAAS) and the general technology of auditing which are some general auditing topics typically covered on the CPA exam. Grading is based on homework, a group-based project, and two exams. Required Course for MACC Students. Prerequisite for undergraduates: ACCT 3620.",,,,,,01,-T-R---,4:00P-5:20P,Simon / 107   ,Palmer,Dec 11 2024  1:00PM -  4:00PM,18,0,0
38,B60 ACCT 567,Taxation of Individuals,3.0 Units,"The course represents an introduction to taxation. We will cover the fundamental elements of individual income tax, including income, deductions, investments, and computing tax liabilities. We then shift to business-related activities of individuals, including income, deductions, accounting periods and methods, and the tax consequences of purchasing assets and property dispositions. We will close the semester with the following specialized taxation topics: compensation, retirement savings and deferred compensation, and home ownership. The class will be rules-based but interspersed with real-world examples to help bring the individual income tax regime to life. We will also discuss current tax events from a legislative and regulatory perspective, and the current headlines, to further demonstrate the evolving nature of the U.S. federal income tax system. Prerequisite: The first 30 units of required courses; recommended, ACCT 562. Required Course for MACC Students",,,,,,01,-T-R---,11:30A-12:50P,Simon / 112   ,Plunkett,Dec 10 2024  1:00PM -  4:00PM,4,0,0
39,B60 ACCT 8536,Financial Accounting in the Digital Age,1.5 Units,"This course will provide a comprehensive, graduate level introduction to accounting applicable to companies operating in the digital age. Along with ACCT 8537, it is designed to provide managerially oriented users of accounting with the foundational concepts, the underlying mechanics, and the overall perspective required to become effective users of accounting information. ACCT 8536 will be dedicated to understanding financial accounting information conveyed by companies operating in the digital age in their financial reports. Prerequisite: Admission to Olin's Online MBA Program.",,,,,,21,-T-----,7:00P-8:30P,Remote / BUS   ,Cheynel,See instructor,0,0,0
40,B60 ACCT 8537,Managerial Accounting in the Digital Age,1.5 Units,"This course will provide a comprehensive, graduate level introduction to accounting applicable to companies operating in the digital age. Along with ACCT 8536, it is designed to provide managerially oriented users of accounting with the foundational concepts, the underlying mechanics, and the overall perspective required to become effective users of accounting information. ACCT 8537 will be dedicated to understanding managerial accounting information used internally, particularly on understanding the role and importance of cost information in strategic decision making, business planning and controls in organizations. Prerequisite: Admission to Olin's Online MBA Program.",,,,,,21,-T-----,7:00P-8:30P,Remote / BUS   ,Fields,See instructor,0,0,0
41,B59 DAT 120,Managerial Statistics I,3.0 Units,"The first of a two-course sequence in business applications of statistics, focused on descriptive statistics, probability and distributions, inferential statistics, and linear regression. Approximately, the first quarter of the course is about descriptive statistics and applications of covariance. The second quarter is devoted to probability: basic rules, conditional probabilities, Bayes' theorem, expected values, and probability distributions. This work is followed by an introduction to sampling distributions and inferential statistics. Confidence intervals and hypothesis testing are introduced to make inferences about parameters. The last one-fourth of the course focuses on simple linear regression. Throughout the course, functions, data analysis, VBA, and solver features of Excel are introduced. Prerequisite: completion or concurrent enrollment in Math 132.",,,,,,01,-T-R---,11:30A-12:50P,Simon / 122   ,Fazel Anvaryazdi,Project,49,0,0
42,B59 DAT 120,Managerial Statistics I,3.0 Units,"The first of a two-course sequence in business applications of statistics, focused on descriptive statistics, probability and distributions, inferential statistics, and linear regression. Approximately, the first quarter of the course is about descriptive statistics and applications of covariance. The second quarter is devoted to probability: basic rules, conditional probabilities, Bayes' theorem, expected values, and probability distributions. This work is followed by an introduction to sampling distributions and inferential statistics. Confidence intervals and hypothesis testing are introduced to make inferences about parameters. The last one-fourth of the course focuses on simple linear regression. Throughout the course, functions, data analysis, VBA, and solver features of Excel are introduced. Prerequisite: completion or concurrent enrollment in Math 132.",,,,,,02,-T-R---,1:00P-2:20P,Simon / 122   ,Fazel Anvaryazdi,Project,49,0,0
43,B59 DAT 120,Managerial Statistics I,3.0 Units,"The first of a two-course sequence in business applications of statistics, focused on descriptive statistics, probability and distributions, inferential statistics, and linear regression. Approximately, the first quarter of the course is about descriptive statistics and applications of covariance. The second quarter is devoted to probability: basic rules, conditional probabilities, Bayes' theorem, expected values, and probability distributions. This work is followed by an introduction to sampling distributions and inferential statistics. Confidence intervals and hypothesis testing are introduced to make inferences about parameters. The last one-fourth of the course focuses on simple linear regression. Throughout the course, functions, data analysis, VBA, and solver features of Excel are introduced. Prerequisite: completion or concurrent enrollment in Math 132.",,,,,,03,-T-R---,2:30P-3:50P,Simon / 122   ,Fazel Anvaryazdi,Project,49,0,0
44,B59 DAT 121,Managerial Statistics II,3.0 Units,"The second of a two-course sequence in business applications of statistics, focused on forecasting. The course is devoted to the use of linear regression models in business, and ways to deal with problems of collinearity, outliers, non-linear relationships, and heteroscedasticity. Advanced topics including time series regression and logistic models are covered as time permits. There are quizzes and group projects in addition to a midterm and final. Prerequisites: DAT 120 or approved equivalent; MATH 132; and MEC 290 or ECON 1011.",,,,,,01,M-W----,10:00A-11:20A,Simon / 110   ,Snir,Dec 13 2024  1:00PM -  3:00PM,0,0,0
45,B59 DAT 121,Managerial Statistics II,3.0 Units,"The second of a two-course sequence in business applications of statistics, focused on forecasting. The course is devoted to the use of linear regression models in business, and ways to deal with problems of collinearity, outliers, non-linear relationships, and heteroscedasticity. Advanced topics including time series regression and logistic models are covered as time permits. There are quizzes and group projects in addition to a midterm and final. Prerequisites: DAT 120 or approved equivalent; MATH 132; and MEC 290 or ECON 1011.",,,,,,02,M-W----,11:30A-12:50P,Simon / 110   ,Snir,Dec 13 2024  1:00PM -  3:00PM,0,0,0
46,B59 DAT 121,Managerial Statistics II,3.0 Units,"The second of a two-course sequence in business applications of statistics, focused on forecasting. The course is devoted to the use of linear regression models in business, and ways to deal with problems of collinearity, outliers, non-linear relationships, and heteroscedasticity. Advanced topics including time series regression and logistic models are covered as time permits. There are quizzes and group projects in addition to a midterm and final. Prerequisites: DAT 120 or approved equivalent; MATH 132; and MEC 290 or ECON 1011.",,,,,,03,M-W----,4:00P-5:20P,Simon / 110   ,Snir,Dec 13 2024  1:00PM -  3:00PM,0,0,0
47,B59 DAT 121,Managerial Statistics II,3.0 Units,"The second of a two-course sequence in business applications of statistics, focused on forecasting. The course is devoted to the use of linear regression models in business, and ways to deal with problems of collinearity, outliers, non-linear relationships, and heteroscedasticity. Advanced topics including time series regression and logistic models are covered as time permits. There are quizzes and group projects in addition to a midterm and final. Prerequisites: DAT 120 or approved equivalent; MATH 132; and MEC 290 or ECON 1011.",,,,,,04,-T-R---,10:00A-11:20A,Simon / 110   ,Snir,Dec 13 2024  1:00PM -  3:00PM,0,0,0
48,B59 DAT 121,Managerial Statistics II,3.0 Units,"The second of a two-course sequence in business applications of statistics, focused on forecasting. The course is devoted to the use of linear regression models in business, and ways to deal with problems of collinearity, outliers, non-linear relationships, and heteroscedasticity. Advanced topics including time series regression and logistic models are covered as time permits. There are quizzes and group projects in addition to a midterm and final. Prerequisites: DAT 120 or approved equivalent; MATH 132; and MEC 290 or ECON 1011.",,,,,,05,-T-R---,11:30A-12:50P,Simon / 110   ,Snir,Dec 13 2024  1:00PM -  3:00PM,0,0,0
49,B59 DAT 220,Analytics and Modelling for Business Decisions,3.0 Units,"The primary goal of the course is to help students become effective problem solvers, smart consumers of data, and finally intelligent business decision makers in various management situations. The course utilizes structured problem solving approaches heavily relying on data for defining the problem, uncovering useful relationships between critical variables and outcomes, defining measures for evaluating alternatives, modeling underlying conceptual relationships and constraining resources, and proposing via rigorous search process of exploration and exploitation ""best fitting and robust"" solutions for the given environment and its underlying uncertainties. Applications of those analytic tools will be illustrated using examples from various business functional areas, finance, marketing, operations, economics and strategy. Prerequisites: DAT 120 and completion or concurrent enrollment in DAT 121.",,,,,,01,-T-R---,10:00A-11:20A,Simon / 103   ,Enayaty Ahangar,Exam last day of class,0,0,0
50,B59 DAT 220,Analytics and Modelling for Business Decisions,3.0 Units,"The primary goal of the course is to help students become effective problem solvers, smart consumers of data, and finally intelligent business decision makers in various management situations. The course utilizes structured problem solving approaches heavily relying on data for defining the problem, uncovering useful relationships between critical variables and outcomes, defining measures for evaluating alternatives, modeling underlying conceptual relationships and constraining resources, and proposing via rigorous search process of exploration and exploitation ""best fitting and robust"" solutions for the given environment and its underlying uncertainties. Applications of those analytic tools will be illustrated using examples from various business functional areas, finance, marketing, operations, economics and strategy. Prerequisites: DAT 120 and completion or concurrent enrollment in DAT 121.",,,,,,02,-T-R---,11:30A-12:50P,Simon / 103   ,Enayaty Ahangar,Exam last day of class,0,0,0
51,B59 DAT 301E,Data Analytics in Python,3.0 Units,"This course is an introduction to data science in Python, which assumes no prior programming experience. The course is broken down into two units. In the first unit, students will be introduced to the basics of Python as a programming language. The second unit of the course is devoted to data analytics; students will use Python to explore and visualize real-world data sets from various industries including finance, sports, and technology. Prerequisite: Sophomore Standing",,,,TU ,,21,M------,1:00P-2:20P,Simon / 122   ,Tutun,Project,35,0,0
